,assay_id,standard_value,standard_units,canonical_smiles,tid,pref_name,organism,affinity
1402,634325,5500.0,nM,CNC[C@H](O)CCN1c2ccccc2N(c3c(F)cccc3F)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.259637310505756
1403,634325,2570.0,nM,CNC[C@@H](O)CCN1c2ccccc2N(c3cccc(OC)c3)S1(=O)=O,155,Dopamine transporter,Homo sapiens,5.590066876668706
1407,641576,99999.99999999999,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,4.0
1408,641576,630.0000000000001,nM,C[C@H]1NC(C)(C)CO[C@]1(O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,6.200659450546418
1409,641576,1065.0,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2ccccc2,155,Dopamine transporter,Homo sapiens,5.972650392225243
1410,641576,1380.0000000000005,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(F)c2,155,Dopamine transporter,Homo sapiens,5.860120913598763
1411,641576,3340.0000000000014,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Br)c2,155,Dopamine transporter,Homo sapiens,5.476253533188435
1412,641576,2599.999999999999,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(C)c2,155,Dopamine transporter,Homo sapiens,5.585026652029182
1413,641576,16000.0,nM,COc1cccc(c1)[C@]2(O)OCC(C)(C)N[C@H]2C,155,Dopamine transporter,Homo sapiens,4.795880017344075
1414,641576,11999.999999999998,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(c2)[N+](=O)[O-],155,Dopamine transporter,Homo sapiens,4.920818753952375
1415,641576,4200.000000000001,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2ccc(F)cc2,155,Dopamine transporter,Homo sapiens,5.376750709602099
1416,641576,285.0,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2ccc(Cl)cc2,155,Dopamine transporter,Homo sapiens,6.54515513999149
1417,641576,831.9999999999997,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2ccc(C)cc2,155,Dopamine transporter,Homo sapiens,6.079876673709276
1418,641576,99999.99999999999,nM,COc1ccc(cc1)[C@]2(O)OCC(C)(C)N[C@H]2C,155,Dopamine transporter,Homo sapiens,4.0
1419,641576,99999.99999999999,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2ccc(cc2)c3ccccc3,155,Dopamine transporter,Homo sapiens,4.0
1420,641576,2140.000000000001,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2ccc(F)c(F)c2,155,Dopamine transporter,Homo sapiens,5.669586226650809
1421,641576,70.00000000000003,nM,CC1NC(C)(C)COC1(O)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.154901959985743
1422,641576,1020.0,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cc(F)cc(F)c2,155,Dopamine transporter,Homo sapiens,5.991399828238082
1423,641576,8249.999999999998,nM,CC1NC(C)(C)COC1(O)c2cc(Cl)cc(Cl)c2,155,Dopamine transporter,Homo sapiens,5.0835460514500745
1424,641576,10000.0,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(c2)c3cccc4ccccc34,155,Dopamine transporter,Homo sapiens,5.0
1425,641576,453.0000000000001,nM,C[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(c2)c3ccc4ccccc4c3,155,Dopamine transporter,Homo sapiens,6.343901797987168
1426,641576,204.00000000000003,nM,CC[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,6.690369832574101
1427,641576,30.0,nM,CCC[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,7.522878745280337
1428,641576,3400.0,nM,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,5.468521082957745
1429,641576,2870.0,nM,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c2ccc(Cl)cc2,155,Dopamine transporter,Homo sapiens,5.542118103266008
1430,641576,99999.99999999999,nM,CC1NC(C)(C)COC1(O)c2cccnc2,155,Dopamine transporter,Homo sapiens,4.0
1431,641576,99999.99999999999,nM,CC1NC(C)(C)COC1(O)c2ccccn2,155,Dopamine transporter,Homo sapiens,4.0
1432,642194,1.995,nM,COC[C@@]12CNCC[C@@]1(C2)c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,8.700057099977233
1433,643647,10000.0,nM,C\C(=N/OC(=O)Nc1ccccc1)\c2cccc(c2)c3cccs3,155,Dopamine transporter,Homo sapiens,5.0
1434,654116,616.0000000000001,nM,CN(C)CCC(c1ccc2ccccc2c1)n3ncnn3,155,Dopamine transporter,Homo sapiens,6.210419287835575
1437,654116,77.99999999999999,nM,CN(C)CCC(c1ccc(Cl)c(Cl)c1)n2ncnn2,155,Dopamine transporter,Homo sapiens,7.107905397309519
1438,654116,116.0,nM,CNCCC(c1ccc(Cl)c(Cl)c1)n2ncnn2,155,Dopamine transporter,Homo sapiens,6.935542010773082
1439,654116,58.0,nM,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n2nnc(C)n2,155,Dopamine transporter,Homo sapiens,7.236572006437063
1440,654116,91.7,nM,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n2nnc(n2)n3nccn3,155,Dopamine transporter,Homo sapiens,7.037630664329979
1441,654116,1240.0000000000002,nM,CNCCC(c1ccc2ccccc2c1)n3ncnn3,155,Dopamine transporter,Homo sapiens,5.906578314837764
1442,658549,10000.0,nM,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]4(N1)C(=O)Nc5ccc(Cl)cc45,155,Dopamine transporter,Homo sapiens,5.0
1443,685485,6900.000000000002,nM,CN(C)[C@@H]1CC[C@@H](C1)c2c[nH]c3ccc(cc23)C#N,155,Dopamine transporter,Homo sapiens,5.161150909262744
1444,685485,2100.0000000000005,nM,CN(C)[C@H]1CC[C@H](C1)c2c[nH]c3ccc(F)cc23,155,Dopamine transporter,Homo sapiens,5.6777807052660805
1445,684930,1000.0,nM,NN1C(=NC2=C(CCCC2)C1=O)CCCCN3CCN(CC3)c4ccc5ccccc5n4,155,Dopamine transporter,Homo sapiens,6.0
1447,700608,2000.0,nM,Cc1cc(on1)C2=C(CC3CCC2S3)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.698970004336019
1448,700608,1000.0,nM,Cc1cc(on1)C2=C(CC3CCC2S3)c4ccc(F)cc4,155,Dopamine transporter,Homo sapiens,6.0
1449,700608,155.00000000000003,nM,Cc1cc(on1)C2=C(CC3CCC2S3)c4ccc(Cl)cc4,155,Dopamine transporter,Homo sapiens,6.809668301829708
1450,700608,139.0,nM,Cc1cc(on1)C2=C(CC3CCC2S3)c4ccc(Br)cc4,155,Dopamine transporter,Homo sapiens,6.856985199745905
1451,700608,69.20000000000002,nM,Cc1cc(on1)C2=C(CC3CCC2S3)c4ccc(Cl)c(Cl)c4,155,Dopamine transporter,Homo sapiens,7.1598939055432425
1452,700608,5000.0,nM,C1CC2SC1CC(=C2c3onc(c3)c4ccccc4)c5ccccc5,155,Dopamine transporter,Homo sapiens,5.301029995663981
1453,700608,2000.0,nM,Fc1ccc(cc1)C2=C(C3CCC(C2)S3)c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,5.698970004336019
1454,700608,66.5,nM,Clc1ccc(cc1)C2=C(C3CCC(C2)S3)c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,7.1771783546968955
1455,700608,126.00000000000003,nM,Brc1ccc(cc1)C2=C(C3CCC(C2)S3)c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.899629454882437
1456,700608,332.0,nM,Clc1ccc(cc1Cl)C2=C(C3CCC(C2)S3)c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.478861916295964
1457,700608,64.99999999999999,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@H]2c4ccccc4)S3,155,Dopamine transporter,Homo sapiens,7.187086643357144
1458,700608,22.0,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@H]2c4ccc(F)cc4)S3,155,Dopamine transporter,Homo sapiens,7.657577319177793
1459,700608,32.70000000000001,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@H]2c4ccc(Cl)cc4)S3,155,Dopamine transporter,Homo sapiens,7.485452247339714
1460,700608,46.59999999999999,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@H]2c4ccc(Br)cc4)S3,155,Dopamine transporter,Homo sapiens,7.33161408331
1461,700608,101.3,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@H]2c4ccc(Cl)c(Cl)c4)S3,155,Dopamine transporter,Homo sapiens,6.994390554639719
1462,700608,1000.0,nM,C1CC2SC1C[C@H](C2c3onc(c3)c4ccccc4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.0
1463,700608,455.99999999999994,nM,Fc1ccc(cc1)[C@@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.341035157335565
1464,700608,129.99999999999997,nM,Clc1ccc(cc1)[C@@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.886056647693163
1465,700608,238.0,nM,Brc1ccc(cc1)[C@@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.623423042943488
1466,700608,497.0,nM,Clc1ccc(cc1Cl)[C@@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.303643611266668
1467,700608,11.999999999999998,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@@H]2c4ccccc4)S3,155,Dopamine transporter,Homo sapiens,7.920818753952375
1468,700608,7.000000000000002,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@@H]2c4ccc(F)cc4)S3,155,Dopamine transporter,Homo sapiens,8.154901959985743
1469,700608,7.199999999999998,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@@H]2c4ccc(Cl)cc4)S3,155,Dopamine transporter,Homo sapiens,8.142667503568731
1470,700608,14.000000000000004,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@@H]2c4ccc(Br)cc4)S3,155,Dopamine transporter,Homo sapiens,7.853871964321762
1471,700608,43.50000000000001,nM,Cc1cc(on1)[C@@H]2C3CCC(C[C@@H]2c4ccc(Cl)c(Cl)c4)S3,155,Dopamine transporter,Homo sapiens,7.361510743045363
1472,700608,156.99999999999997,nM,C1CC2SC1C[C@@H](C2c3onc(c3)c4ccccc4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.804100347590766
1473,700608,48.99999999999998,nM,Fc1ccc(cc1)[C@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,7.309803919971486
1474,700608,268.9999999999999,nM,Clc1ccc(cc1Cl)[C@H]2CC3CCC(S3)C2c4onc(c4)c5ccccc5,155,Dopamine transporter,Homo sapiens,6.570247719997592
1475,700838,2.3999999999999995,nM,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(C)cc3)N2C\C=C\CF,155,Dopamine transporter,Homo sapiens,8.619788758288394
1476,700838,0.36999999999999994,nM,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(I)cc3)C(=O)N4CCCC4,155,Dopamine transporter,Homo sapiens,9.431798275933005
1478,699306,350.00000000000006,nM,N[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.455931955649724
1479,699306,408.00000000000006,nM,N[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.3893398369101195
1480,699306,893.9999999999998,nM,N[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.048662481204082
1481,699306,175.00000000000003,nM,N[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.756961951313706
1482,699306,113.99999999999999,nM,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.943095148663527
1483,699306,62.000000000000014,nM,CN[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.207608310501746
1484,699306,280.99999999999994,nM,CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.55129368009492
1485,699306,71.99999999999997,nM,CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.142667503568732
1486,699306,454.0,nM,CN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.342944147142896
1487,699306,176.0,nM,CN(C)[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.7544873321858505
1488,699306,273.0,nM,CN(C)[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.5638373529592435
1489,699306,318.99999999999994,nM,CN(C)[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.496209316942819
1490,699306,11.0,nM,NC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.958607314841775
1491,699306,110.99999999999997,nM,NC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.954677021213342
1492,699306,44.999999999999986,nM,NC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.346787486224656
1493,699306,91.99999999999997,nM,NC[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.036212172654444
1494,699306,125.0,nM,CNC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.903089986991944
1495,699306,103.0,nM,CNC[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.987162775294828
1496,699306,110.99999999999997,nM,CNC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.954677021213342
1497,699306,484.0,nM,CNC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.315154638355588
1498,699306,332.0,nM,CN(C)C[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.478861916295964
1499,699306,339.0,nM,CN(C)C[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.4698003017969175
1500,699306,32.0,nM,NCC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.494850021680094
1501,699306,49.99999999999999,nM,NCC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.301029995663981
1502,699306,90.99999999999999,nM,CN[C@H]1CCc2ccccc2[C@@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,7.040958607678906
1503,699306,559.0,nM,CN[C@@H]1CCc2ccccc2[C@@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,6.252588192113577
1504,699306,211.99999999999994,nM,CN[C@@H]1CCc2ccccc2[C@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,6.673664139071248
1505,699306,1616.0,nM,CN[C@H]1CCc2ccccc2[C@H]1c3ccc(Cl)c(Cl)c3,155,Dopamine transporter,Homo sapiens,5.791558643561433
1508,699306,30.200000000000006,nM,CN1CC(c2ccccc2)c3cccc(N)c3C1,155,Dopamine transporter,Homo sapiens,7.519993057042849
1509,698572,2696.0,nM,COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccccc2N=[N+]=[N-])c3cccc(I)c3,155,Dopamine transporter,Homo sapiens,5.569280112136718
1510,698572,4627.000000000001,nM,COC(=O)[C@@H]([C@H]1CCCCN1Cc2cccc(c2)N=[N+]=[N-])c3cccc(I)c3,155,Dopamine transporter,Homo sapiens,5.3347005005001025
1511,698572,1828.0,nM,COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccc(cc2)N=[N+]=[N-])c3cccc(I)c3,155,Dopamine transporter,Homo sapiens,5.738023808602187
1512,698572,1232.0000000000002,nM,COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccccc2N=[N+]=[N-])c3ccc(I)cc3,155,Dopamine transporter,Homo sapiens,5.909389292171594
1513,698572,7966.000000000004,nM,COC(=O)[C@@H]([C@H]1CCCCN1Cc2cccc(c2)N=[N+]=[N-])c3ccc(I)cc3,155,Dopamine transporter,Homo sapiens,5.098759697926691
1514,698572,2764.000000000001,nM,COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccc(cc2)N=[N+]=[N-])c3ccc(I)cc3,155,Dopamine transporter,Homo sapiens,5.558461961297839
1515,698572,14.000000000000004,nM,COC(=O)[C@@H]([C@H]1CCCCN1)c2cccc(I)c2,155,Dopamine transporter,Homo sapiens,7.853871964321762
1516,698572,11.0,nM,COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(I)cc2,155,Dopamine transporter,Homo sapiens,7.958607314841775
1519,699575,245.99999999999994,nM,NC1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,6.609064892896621
1520,699575,5033.0,nM,CN(C)C1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,5.298173069602861
1521,699575,38.99999999999999,nM,CNC1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,7.4089353929735005
1522,699575,11.999999999999998,nM,N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,7.920818753952375
1523,699575,8.0,nM,CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,8.096910013008056
1524,699575,16.0,nM,CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c3ccccc13,155,Dopamine transporter,Homo sapiens,7.795880017344075
1525,699575,605.0000000000002,nM,NC1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.2182446253475305
1526,699575,122.0,nM,CN(C)C1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.913640169325252
1527,699575,177.00000000000003,nM,CNC1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.752026733638194
1528,699575,465.0,nM,N[C@@H]1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.3325470471100465
1529,699575,99.99999999999999,nM,CN[C@@H]1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,7.0
1530,699575,309.0,nM,CN(C)[C@@H]1CN(c2ccc(Cl)c(Cl)c2)c3ccccc3C1,155,Dopamine transporter,Homo sapiens,6.510041520575165
1531,700296,10000.0,nM,C1C[C@H]2C[C@@H](C[C@@H]1N2)Oc3cccc(n3)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
1532,700296,736.9999999999997,nM,C1C[C@H]2C[C@@H](C[C@@H]1N2)Oc3ccccc3,155,Dopamine transporter,Homo sapiens,6.132532512140949
1533,700296,437.00000000000006,nM,CN1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3ccccc3,155,Dopamine transporter,Homo sapiens,6.359518563029578
1534,700296,2260.9999999999995,nM,Clc1ccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1,155,Dopamine transporter,Homo sapiens,5.64569943765464
1535,700296,380.0,nM,Clc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,6.42021640338319
1536,700296,1318.0,nM,Clc1ccccc1O[C@@H]2C[C@H]3CC[C@@H](C2)N3,155,Dopamine transporter,Homo sapiens,5.880084589742009
1537,700296,201.00000000000003,nM,Brc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,6.696803942579511
1538,700296,804.0000000000001,nM,Ic1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,6.094743951251549
1539,700296,749.9999999999999,nM,Fc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,6.1249387366083
1540,700296,2426.9999999999995,nM,Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,5.614930223668066
1541,700296,2010.0,nM,[O-][N+](=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,5.696803942579511
1542,700296,3860.999999999999,nM,FC(F)(F)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,5.413300198375951
1543,700296,2774.9999999999995,nM,COc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,5.556737012541305
1544,700296,1404.0000000000007,nM,N#Cc1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c1,155,Dopamine transporter,Homo sapiens,5.852632892206214
1545,700296,10000.0,nM,FC(F)(F)c1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
1546,700296,10000.0,nM,Brc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
1547,700296,5329.000000000001,nM,Clc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.273354279759088
1548,700296,8710.000000000005,nM,Fc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.059981844992336
1549,700296,9550.000000000004,nM,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.019996628416253
1550,700296,10000.0,nM,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(c1)c4ccccc4,155,Dopamine transporter,Homo sapiens,5.0
1551,700296,173.00000000000006,nM,N#Cc1ccc(cc1)c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2,155,Dopamine transporter,Homo sapiens,6.761953896871204
1552,700296,481.0,nM,N#Cc1cccc(c1)c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2,155,Dopamine transporter,Homo sapiens,6.317854923626168
1553,700296,8065.999999999998,nM,N#Cc1ccccc1c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)c2,155,Dopamine transporter,Homo sapiens,5.0933417823284
1554,700296,10000.0,nM,N#Cc1ccccc1c2cccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)n2,155,Dopamine transporter,Homo sapiens,5.0
1555,700296,10000.0,nM,N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)nc(c1)c4ccccc4C#N,155,Dopamine transporter,Homo sapiens,5.0
1557,726928,1.0,nM,CN(C)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,9.0
1558,726928,1.0,nM,CCN(C)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,9.0
1559,726928,1.0,nM,CN(C)CC1(CCCCC1)c2cccc3ccccc23,155,Dopamine transporter,Homo sapiens,9.0
1560,726928,2.0,nM,Clc1ccc(cc1Cl)C2(CNC3CC3)CCCCC2,155,Dopamine transporter,Homo sapiens,8.698970004336019
1561,726928,2.0,nM,Clc1ccc(cc1Cl)C2(CN3CCCC3)CCCCC2,155,Dopamine transporter,Homo sapiens,8.698970004336019
1562,726928,2.0,nM,Clc1ccc(cc1Cl)C2(CN3CCOCC3)CCCCC2,155,Dopamine transporter,Homo sapiens,8.698970004336019
1563,726928,2.9999999999999996,nM,CN(C)CC1(CCCCC1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,8.522878745280337
1564,726928,4.0,nM,CCNCC1(CCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,8.397940008672037
1565,726928,8.999999999999996,nM,CN(C)CC1(CCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,8.045757490560675
1566,726928,11.0,nM,CN(C)CC1(CCCCC1)c2ccc(F)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.958607314841775
1567,726928,11.999999999999998,nM,Clc1ccc(cc1Cl)C2(CN3CCCCC3)CCCCC2,155,Dopamine transporter,Homo sapiens,7.920818753952375
1568,726928,17.0,nM,CN(C)CC1(CCCCC1)c2ccc(Cl)c(F)c2,155,Dopamine transporter,Homo sapiens,7.769551078621726
1569,726928,21.000000000000004,nM,CNCC1(CCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.6777807052660805
1570,726928,25.99999999999999,nM,CN(C)CC1(CCCCC1)c2ccc(Cl)cc2,155,Dopamine transporter,Homo sapiens,7.585026652029182
1571,726928,42.00000000000001,nM,CN(C)CC1(CCCCC1)c2cccc(Cl)c2,155,Dopamine transporter,Homo sapiens,7.376750709602099
1572,726928,56.99999999999999,nM,CN(C)CC1(CCCCC1)c2ccc(F)c(F)c2,155,Dopamine transporter,Homo sapiens,7.2441251443275085
1573,726928,74.99999999999999,nM,NCC1(CCCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.1249387366083
1574,726928,82.00000000000001,nM,CN(C)CC1(CCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,7.086186147616283
1575,726928,83.0,nM,NCC1(CCCCC1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,7.080921907623926
1576,726928,89.99999999999997,nM,CNCC1(CCCCC1)c2ccc3ccccc3c2,155,Dopamine transporter,Homo sapiens,7.045757490560676
1577,726928,125.0,nM,CN(C)CC1(CCCCC1)c2ccc(F)cc2,155,Dopamine transporter,Homo sapiens,6.903089986991944
1578,726928,149.99999999999997,nM,NCC1(CCCCC1)c2ccc(Cl)c(Cl)c2,155,Dopamine transporter,Homo sapiens,6.823908740944319
1579,726928,169.99999999999997,nM,CNCC1(CCCCC1)c2ccc(F)c(Cl)c2,155,Dopamine transporter,Homo sapiens,6.769551078621726
